feedback_id,atendimento_id,data_feedback,socorrista_id,nps_score,feedback_texto,tipo_problema
FB2782,AT2111,12/01/2025,SOC216,4,Comunicação com a central apresentou ruído.,Falha de comunicação
FB2783,AT5440,11/11/2025,SOC189,6,Faltou equipamento durante o atendimento.,Falta de equipamento
FB2784,AT6038,12/02/2026,SOC225,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB2785,AT1986,10/12/2024,SOC289,2,Paciente sofreu morte acidental no local.,Morte acidental
FB2786,AT4454,07/07/2025,SOC173,9,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB2787,AT2938,09/03/2025,SOC058,6,Kit de emergência incompleto na viatura.,Falta de equipamento
FB2788,AT3346,10/04/2025,SOC063,9,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB2789,AT1580,22/11/2024,SOC170,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB2790,AT3448,09/04/2025,SOC295,10,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB2791,AT3592,01/05/2025,SOC121,2,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB2792,AT0724,06/07/2025,SOC055,3,Falha no repasse de dados entre equipes.,Falha de comunicação
FB2793,AT2501,04/01/2025,SOC206,9,Procedimento ocorreu conforme planejado.,Nenhum problema
FB2794,AT0381,16/04/2026,SOC166,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB2795,AT2382,11/01/2025,SOC284,8,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB2796,AT5941,23/01/2026,SOC015,2,Falha no repasse de dados entre equipes.,Falha de comunicação
FB2797,AT1183,26/09/2024,SOC135,8,Procedimento realizado de forma segura.,Nenhum problema
FB2798,AT0406,09/09/2024,SOC107,7,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB2799,AT3226,06/03/2025,SOC129,7,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB2800,AT7500,01/08/2026,SOC131,4,Kit de emergência incompleto na viatura.,Falta de equipamento
FB2801,AT3103,17/03/2025,SOC144,7,Suporte adequado durante todo o atendimento.,Nenhum problema
FB2802,AT0981,22/07/2026,SOC086,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB2803,AT2452,01/02/2025,SOC077,10,Suporte adequado durante todo o atendimento.,Nenhum problema
FB2804,AT5024,17/09/2025,SOC261,9,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB2805,AT6298,18/03/2026,SOC222,4,Faltou equipamento durante o atendimento.,Falta de equipamento
FB2806,AT2896,27/03/2025,SOC024,8,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB2807,AT4005,23/06/2025,SOC023,7,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB2808,AT0826,15/10/2025,SOC280,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB2809,AT7462,25/07/2026,SOC140,8,Tempo de resposta foi satisfatório.,Nenhum problema
FB2810,AT3652,29/05/2025,SOC082,2,Informações do chamado estavam incompletas.,Falha de comunicação
FB2811,AT5979,13/01/2026,SOC290,9,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB2812,AT5929,18/01/2026,SOC093,9,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB2813,AT4961,06/09/2025,SOC063,4,Espera prolongada para triagem no hospital.,Demora no atendimento
FB2814,AT4748,07/08/2025,SOC160,8,Equipe atuou rapidamente no local.,Nenhum problema
FB2815,AT5914,09/01/2026,SOC115,9,Equipe atuou rapidamente no local.,Nenhum problema
FB2816,AT5876,18/01/2026,SOC197,7,Comunicação entre socorristas foi boa.,Nenhum problema
FB2817,AT2473,29/01/2025,SOC217,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB2818,AT2340,22/01/2025,SOC232,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB2819,AT5105,26/10/2025,SOC051,6,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB2820,AT2824,24/02/2025,SOC075,7,Procedimento padrão seguido corretamente.,Nenhum problema
FB2821,AT4705,15/08/2025,SOC300,10,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB2822,AT4914,01/10/2025,SOC103,7,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB2823,AT6126,26/02/2026,SOC072,8,Atendimento organizado e seguro.,Nenhum problema
FB2824,AT5189,28/10/2025,SOC198,7,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB2825,AT1595,13/11/2024,SOC184,7,Suporte adequado durante todo o atendimento.,Nenhum problema
FB2826,AT1463,14/11/2024,SOC268,4,Kit de emergência incompleto na viatura.,Falta de equipamento
FB2827,AT2905,13/03/2025,SOC241,10,Ocorrência conduzida com muita competência.,Nenhum problema
FB2828,AT1577,19/11/2024,SOC152,10,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB2829,AT0782,28/09/2025,SOC270,8,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB2830,AT0761,01/08/2025,SOC219,7,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB2831,AT3208,31/03/2025,SOC119,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB2832,AT7427,05/07/2026,SOC271,9,Procedimento realizado de forma segura.,Nenhum problema
FB2833,AT7768,22/08/2026,SOC094,8,Equipe atuou rapidamente no local.,Nenhum problema
FB2834,AT1190,18/10/2024,SOC227,9,Atendimento rápido e organizado.,Nenhum problema
FB2835,AT1809,06/12/2024,SOC260,7,Procedimento ocorreu conforme planejado.,Nenhum problema
FB2836,AT2059,14/12/2024,SOC205,6,Kit de emergência incompleto na viatura.,Falta de equipamento
FB2837,AT2211,21/01/2025,SOC285,9,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB2838,AT1289,19/10/2024,SOC108,10,Equipe preparada para situação crítica.,Nenhum problema
FB2839,AT2315,20/01/2025,SOC249,8,Atendimento organizado e seguro.,Nenhum problema
FB2840,AT4913,18/09/2025,SOC121,9,Equipe atuou rapidamente no local.,Nenhum problema
FB2841,AT4829,12/08/2025,SOC275,3,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB2842,AT1199,10/10/2024,SOC083,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB2843,AT5759,09/12/2025,SOC210,8,Equipe atuou rapidamente no local.,Nenhum problema
FB2844,AT7356,19/06/2026,SOC130,9,Suporte adequado durante todo o atendimento.,Nenhum problema
FB2845,AT3486,29/04/2025,SOC115,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB2846,AT2095,07/01/2025,SOC065,9,Equipe demonstrou grande eficiência.,Nenhum problema
FB2847,AT6597,11/04/2026,SOC240,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB2848,AT5650,22/12/2025,SOC150,8,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB2849,AT2160,23/01/2025,SOC084,10,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB2850,AT0982,31/07/2026,SOC177,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB2851,AT5533,02/12/2025,SOC299,7,Atendimento excelente do início ao fim.,Nenhum problema
FB2852,AT5986,27/01/2026,SOC205,7,Procedimento padrão seguido corretamente.,Nenhum problema
FB2853,AT1920,09/12/2024,SOC216,9,Suporte adequado durante todo o atendimento.,Nenhum problema
FB2854,AT0066,09/04/2026,SOC089,6,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB2855,AT4437,27/07/2025,SOC250,9,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB2856,AT7515,03/08/2026,SOC130,10,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB2857,AT4894,06/09/2025,SOC038,7,Equipe preparada para situação crítica.,Nenhum problema
FB2858,AT1478,30/11/2024,SOC241,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB2859,AT5420,19/11/2025,SOC278,6,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB2860,AT6050,05/02/2026,SOC181,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB2861,AT0335,08/07/2026,SOC148,10,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB2862,AT3378,11/04/2025,SOC019,7,Atendimento ocorreu sem complicações.,Nenhum problema
FB2863,AT2301,26/01/2025,SOC020,10,Equipe preparada para situação crítica.,Nenhum problema
FB2864,AT2864,18/03/2025,SOC268,5,Equipamento necessário não estava disponível.,Falta de equipamento
FB2865,AT0271,17/03/2026,SOC167,7,Equipe preparada para situação crítica.,Nenhum problema
FB2866,AT7188,04/06/2026,SOC050,8,Equipe preparada para situação crítica.,Nenhum problema
FB2867,AT5123,18/10/2025,SOC234,9,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB2868,AT2506,09/01/2025,SOC278,10,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB2869,AT6853,30/05/2026,SOC221,8,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB2870,AT5826,29/12/2025,SOC283,4,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB2871,AT2507,08/01/2025,SOC180,5,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB2872,AT1993,25/12/2024,SOC152,10,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB2873,AT6892,02/06/2026,SOC167,3,Houve espera moderada no hospital.,Demora no atendimento
FB2874,AT3851,10/05/2025,SOC263,9,Resposta rápida e comunicação clara.,Nenhum problema
FB2875,AT4592,03/07/2025,SOC276,5,Atendimento adequado apesar da espera.,Demora no atendimento
FB2876,AT6949,08/05/2026,SOC008,7,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB2877,AT7025,20/06/2026,SOC261,2,Falha no repasse de dados entre equipes.,Falha de comunicação
FB2878,AT4348,06/07/2025,SOC156,7,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB2879,AT4508,26/07/2025,SOC052,8,Equipe preparada para situação crítica.,Nenhum problema
FB2880,AT4917,29/09/2025,SOC216,1,Paciente sofreu morte acidental no local.,Morte acidental
FB2881,AT4972,29/09/2025,SOC263,7,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB2882,AT1251,28/10/2024,SOC241,9,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB2883,AT5303,10/10/2025,SOC218,4,Informações do chamado estavam incompletas.,Falha de comunicação
FB2884,AT6942,11/05/2026,SOC107,7,Espera prolongada para triagem no hospital.,Demora no atendimento
FB2885,AT7575,25/07/2026,SOC015,8,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB2886,AT3994,14/06/2025,SOC299,9,Atendimento organizado e seguro.,Nenhum problema
FB2887,AT6956,07/05/2026,SOC251,10,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB2888,AT4902,02/09/2025,SOC129,9,Procedimento realizado de forma segura.,Nenhum problema
FB2889,AT2138,17/01/2025,SOC031,7,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB2890,AT6409,19/03/2026,SOC275,7,Equipe demonstrou excelente preparo.,Nenhum problema
FB2891,AT4941,20/09/2025,SOC268,6,Houve espera moderada no hospital.,Demora no atendimento
FB2892,AT3140,27/03/2025,SOC266,8,Procedimento padrão seguido corretamente.,Nenhum problema
FB2893,AT6912,20/05/2026,SOC293,10,Procedimento padrão seguido corretamente.,Nenhum problema
FB2894,AT7743,10/08/2026,SOC016,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB2895,AT7037,13/06/2026,SOC235,5,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB2896,AT4902,06/09/2025,SOC223,2,Comunicação com a central apresentou ruído.,Falha de comunicação
FB2897,AT4300,28/07/2025,SOC297,3,Demora para liberar leito hospitalar.,Demora no atendimento
FB2898,AT7874,06/08/2026,SOC249,9,Atendimento organizado e seguro.,Nenhum problema
FB2899,AT2124,10/01/2025,SOC034,7,Houve espera moderada no hospital.,Demora no atendimento
FB2900,AT3646,17/05/2025,SOC194,7,Tempo de resposta foi satisfatório.,Nenhum problema
FB2901,AT4377,19/07/2025,SOC094,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB2902,AT3439,07/04/2025,SOC055,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB2903,AT3024,17/03/2025,SOC210,5,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB2904,AT4562,03/07/2025,SOC135,7,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB2905,AT1973,16/12/2024,SOC199,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB2906,AT3085,19/03/2025,SOC108,8,Boa integração entre as equipes.,Nenhum problema
FB2907,AT5151,23/10/2025,SOC100,10,Boa integração entre as equipes.,Nenhum problema
FB2908,AT7614,15/08/2026,SOC063,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB2909,AT6167,18/02/2026,SOC155,4,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB2910,AT7455,09/07/2026,SOC030,7,Ocorrência conduzida com muita competência.,Nenhum problema
FB2911,AT7151,15/06/2026,SOC205,9,Ocorrência conduzida com muita competência.,Nenhum problema
FB2912,AT3735,01/05/2025,SOC154,8,Equipe demonstrou excelente preparo.,Nenhum problema
FB2913,AT7585,03/08/2026,SOC085,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB2914,AT7209,30/06/2026,SOC300,8,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB2915,AT2761,21/02/2025,SOC272,7,Equipe preparada para situação crítica.,Nenhum problema
FB2916,AT1956,29/12/2024,SOC087,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB2917,AT1933,11/12/2024,SOC081,10,Resposta rápida e comunicação clara.,Nenhum problema
FB2918,AT5354,07/10/2025,SOC006,7,Espera prolongada para triagem no hospital.,Demora no atendimento
FB2919,AT3036,29/03/2025,SOC025,9,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB2920,AT0685,28/06/2025,SOC170,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB2921,AT2990,04/03/2025,SOC215,9,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB2922,AT5196,12/10/2025,SOC044,7,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB2923,AT2757,20/02/2025,SOC222,8,Atendimento rápido e organizado.,Nenhum problema
FB2924,AT0358,07/01/2026,SOC087,10,Equipe preparada para situação crítica.,Nenhum problema
FB2925,AT3765,11/05/2025,SOC053,7,Procedimento ocorreu conforme planejado.,Nenhum problema
FB2926,AT2386,19/01/2025,SOC234,2,Endereço informado estava impreciso.,Falha de comunicação
FB2927,AT2877,12/03/2025,SOC176,6,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB2928,AT6121,02/03/2026,SOC265,9,Equipe demonstrou grande eficiência.,Nenhum problema
FB2929,AT3492,17/04/2025,SOC218,7,Resposta rápida e comunicação clara.,Nenhum problema
FB2930,AT7417,15/07/2026,SOC173,6,Espera prolongada para triagem no hospital.,Demora no atendimento
FB2931,AT1348,02/10/2024,SOC297,2,Endereço informado estava impreciso.,Falha de comunicação
FB2932,AT0678,28/06/2025,SOC005,7,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB2933,AT6208,06/03/2026,SOC169,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB2934,AT1015,11/09/2024,SOC153,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB2935,AT1372,26/11/2024,SOC243,10,Resposta rápida e comunicação clara.,Nenhum problema
FB2936,AT0076,24/02/2026,SOC086,7,Tempo de resposta foi satisfatório.,Nenhum problema
FB2937,AT6826,27/05/2026,SOC163,7,Atendimento organizado e seguro.,Nenhum problema
FB2938,AT7026,27/06/2026,SOC087,3,Comunicação com a central apresentou ruído.,Falha de comunicação
FB2939,AT7105,08/06/2026,SOC165,10,Procedimento ocorreu conforme planejado.,Nenhum problema
FB2940,AT2181,24/01/2025,SOC146,10,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB2941,AT4265,04/08/2025,SOC281,7,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB2942,AT3458,27/04/2025,SOC178,4,Houve espera moderada no hospital.,Demora no atendimento
FB2943,AT2564,06/02/2025,SOC145,9,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB2944,AT5683,14/12/2025,SOC272,9,Equipe atuou rapidamente no local.,Nenhum problema
FB2945,AT5124,01/11/2025,SOC056,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB2946,AT6527,23/04/2026,SOC175,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB2947,AT3488,11/04/2025,SOC178,8,Atendimento rápido e organizado.,Nenhum problema
FB2948,AT6023,22/02/2026,SOC072,6,Espera prolongada para triagem no hospital.,Demora no atendimento
FB2949,AT0597,24/04/2025,SOC120,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB2950,AT1550,17/11/2024,SOC172,8,Atendimento ocorreu sem complicações.,Nenhum problema
FB2951,AT3055,02/04/2025,SOC167,5,Comunicação com a central apresentou ruído.,Falha de comunicação
FB2952,AT6919,10/05/2026,SOC180,5,Endereço informado estava impreciso.,Falha de comunicação
FB2953,AT0863,06/11/2025,SOC021,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB2954,AT6122,06/02/2026,SOC251,10,Suporte adequado durante todo o atendimento.,Nenhum problema
FB2955,AT6567,23/04/2026,SOC197,8,Boa integração entre as equipes.,Nenhum problema
FB2956,AT4458,15/07/2025,SOC009,5,Informações do chamado estavam incompletas.,Falha de comunicação
FB2957,AT0220,28/07/2026,SOC060,10,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB2958,AT1243,01/11/2024,SOC260,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB2959,AT1255,13/10/2024,SOC173,5,Informações do chamado estavam incompletas.,Falha de comunicação
FB2960,AT7295,14/06/2026,SOC020,7,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB2961,AT5936,14/01/2026,SOC127,10,Atendimento rápido e organizado.,Nenhum problema
FB2962,AT0601,19/04/2025,SOC078,9,Tempo de resposta foi satisfatório.,Nenhum problema
FB2963,AT4810,29/08/2025,SOC294,7,Ocorrência conduzida com muita competência.,Nenhum problema
FB2964,AT5297,11/10/2025,SOC073,10,Suporte adequado durante todo o atendimento.,Nenhum problema
FB2965,AT4561,25/07/2025,SOC042,4,Kit de emergência incompleto na viatura.,Falta de equipamento
FB2966,AT4547,05/07/2025,SOC231,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB2967,AT4195,25/06/2025,SOC193,9,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB2968,AT2569,17/02/2025,SOC094,1,Paciente sofreu morte acidental no local.,Morte acidental
FB2969,AT3936,25/05/2025,SOC193,7,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB2970,AT2999,15/03/2025,SOC090,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB2971,AT7765,23/08/2026,SOC300,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB2972,AT6844,01/06/2026,SOC193,10,Atendimento ocorreu sem complicações.,Nenhum problema
FB2973,AT5431,28/11/2025,SOC074,9,Boa integração entre as equipes.,Nenhum problema
FB2974,AT3231,16/03/2025,SOC261,7,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB2975,AT1080,24/09/2024,SOC169,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB2976,AT6317,08/03/2026,SOC112,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB2977,AT7036,25/06/2026,SOC051,4,Informações do chamado estavam incompletas.,Falha de comunicação
FB2978,AT7412,19/07/2026,SOC132,9,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB2979,AT5014,11/09/2025,SOC068,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB2980,AT3936,22/05/2025,SOC183,7,Procedimento padrão seguido corretamente.,Nenhum problema
FB2981,AT7995,08/08/2026,SOC151,9,Equipe preparada para situação crítica.,Nenhum problema
FB2982,AT1984,30/12/2024,SOC005,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB2983,AT4480,31/07/2025,SOC112,7,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB2984,AT6420,04/03/2026,SOC007,10,Atendimento ocorreu sem complicações.,Nenhum problema
FB2985,AT7030,22/06/2026,SOC091,7,Atendimento organizado e seguro.,Nenhum problema
FB2986,AT1097,26/09/2024,SOC046,9,Comunicação entre socorristas foi boa.,Nenhum problema
FB2987,AT6586,04/05/2026,SOC031,9,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB2988,AT1264,16/10/2024,SOC093,7,Suporte adequado durante todo o atendimento.,Nenhum problema
FB2989,AT3803,07/05/2025,SOC041,10,Tempo de resposta foi satisfatório.,Nenhum problema
FB2990,AT4461,01/08/2025,SOC068,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB2991,AT1980,20/12/2024,SOC251,8,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB2992,AT7836,20/08/2026,SOC049,7,Equipe preparada para situação crítica.,Nenhum problema
FB2993,AT3340,03/04/2025,SOC255,10,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB2994,AT4615,27/07/2025,SOC016,7,Tempo de resposta foi satisfatório.,Nenhum problema
FB2995,AT6463,14/03/2026,SOC129,8,Resposta rápida e comunicação clara.,Nenhum problema
FB2996,AT3447,07/04/2025,SOC057,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB2997,AT6820,10/05/2026,SOC166,5,Demora para liberar leito hospitalar.,Demora no atendimento
FB2998,AT7331,12/06/2026,SOC120,9,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB2999,AT3773,09/05/2025,SOC149,7,Comunicação entre socorristas foi boa.,Nenhum problema
FB3000,AT7060,28/06/2026,SOC198,7,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB3001,AT3004,02/03/2025,SOC256,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB3002,AT2051,09/12/2024,SOC273,10,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB3003,AT0825,31/10/2025,SOC086,8,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB3004,AT2648,15/02/2025,SOC087,8,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3005,AT2756,11/02/2025,SOC138,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB3006,AT0452,09/11/2024,SOC260,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB3007,AT0401,14/09/2024,SOC261,5,Houve espera moderada no hospital.,Demora no atendimento
FB3008,AT3474,15/04/2025,SOC047,9,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB3009,AT0851,15/11/2025,SOC152,9,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3010,AT3216,23/03/2025,SOC004,8,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3011,AT1969,14/12/2024,SOC277,2,Comunicação com a central apresentou ruído.,Falha de comunicação
FB3012,AT4474,22/07/2025,SOC260,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB3013,AT2376,20/01/2025,SOC172,8,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB3014,AT3650,26/05/2025,SOC006,10,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB3015,AT2783,04/03/2025,SOC072,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB3016,AT5828,17/12/2025,SOC075,6,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB3017,AT3171,16/03/2025,SOC291,5,Kit de emergência incompleto na viatura.,Falta de equipamento
FB3018,AT6523,26/04/2026,SOC044,2,Comunicação com a central apresentou ruído.,Falha de comunicação
FB3019,AT0318,13/07/2026,SOC164,9,Atendimento excelente do início ao fim.,Nenhum problema
FB3020,AT5776,27/12/2025,SOC184,8,Atendimento organizado e seguro.,Nenhum problema
FB3021,AT5981,17/01/2026,SOC097,2,Falha no repasse de dados entre equipes.,Falha de comunicação
FB3022,AT6440,15/03/2026,SOC062,7,Boa integração entre as equipes.,Nenhum problema
FB3023,AT2000,14/12/2024,SOC254,1,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB3024,AT3480,13/04/2025,SOC070,10,Atendimento excelente do início ao fim.,Nenhum problema
FB3025,AT0368,20/08/2026,SOC081,4,Informações do chamado estavam incompletas.,Falha de comunicação
FB3026,AT7381,02/08/2026,SOC043,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB3027,AT4524,12/07/2025,SOC293,7,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB3028,AT4346,19/07/2025,SOC268,7,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB3029,AT2590,25/02/2025,SOC094,7,Demora para liberar leito hospitalar.,Demora no atendimento
FB3030,AT7975,16/08/2026,SOC093,9,Procedimento ocorreu conforme planejado.,Nenhum problema
FB3031,AT2744,07/02/2025,SOC264,3,Demora para liberar leito hospitalar.,Demora no atendimento
FB3032,AT4298,02/07/2025,SOC176,8,Equipe demonstrou grande eficiência.,Nenhum problema
FB3033,AT2777,04/02/2025,SOC263,9,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3034,AT4480,27/07/2025,SOC297,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB3035,AT4220,02/07/2025,SOC037,7,Equipe demonstrou grande eficiência.,Nenhum problema
FB3036,AT2654,25/02/2025,SOC279,10,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB3037,AT2045,27/12/2024,SOC083,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB3038,AT6610,22/04/2026,SOC176,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB3039,AT7644,11/08/2026,SOC225,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB3040,AT3412,09/04/2025,SOC259,6,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB3041,AT6842,19/05/2026,SOC102,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB3042,AT7196,20/06/2026,SOC034,8,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB3043,AT2644,28/02/2025,SOC195,8,Equipe demonstrou grande eficiência.,Nenhum problema
FB3044,AT2990,08/03/2025,SOC054,10,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB3045,AT7209,30/06/2026,SOC003,8,Boa integração entre as equipes.,Nenhum problema
FB3046,AT6624,02/04/2026,SOC068,3,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB3047,AT4728,14/08/2025,SOC189,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB3048,AT6102,19/02/2026,SOC020,8,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB3049,AT3811,02/05/2025,SOC154,8,Atendimento rápido e organizado.,Nenhum problema
FB3050,AT3787,07/05/2025,SOC150,10,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB3051,AT2631,05/02/2025,SOC185,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB3052,AT1924,26/12/2024,SOC090,10,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB3053,AT3598,07/04/2025,SOC213,6,Kit de emergência incompleto na viatura.,Falta de equipamento
FB3054,AT3061,26/03/2025,SOC056,3,Endereço informado estava impreciso.,Falha de comunicação
FB3055,AT4659,25/08/2025,SOC187,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB3056,AT2485,10/01/2025,SOC278,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB3057,AT3416,11/04/2025,SOC044,6,Ambulância sem parte do material necessário.,Falta de equipamento
FB3058,AT6093,02/03/2026,SOC175,2,Endereço informado estava impreciso.,Falha de comunicação
FB3059,AT7088,20/06/2026,SOC165,4,Endereço informado estava impreciso.,Falha de comunicação
FB3060,AT3386,12/04/2025,SOC153,7,Comunicação eficiente durante a ocorrência.,Nenhum problema
